,Sparklines,rowSum,order_pearson_average,WG_SEC_0-40_12a_122021,WG_SEC_0-40_13a_122021,WG_SEC_0-40_14a_122021,WG_SEC_0-40_15a_122021,WG_SEC_0-40_16a_122021,WG_SEC_0-40_17a_122021,WG_SEC_0-40_18a_122021,WG_SEC_0-40_19a_122021,WG_SEC_0-40_20a_122021,WG_SEC_0-40_21a_122021,WG_SEC_0-40_22a_122021,WG_SEC_0-40_23a_122021,WG_SEC_0-40_24a_122021,WG_SEC_0-40_25a_122021,WG_SEC_0-40_26a_122021,WG_SEC_0-40_27a_122021,WG_SEC_0-40_28a_122021,WG_SEC_0-40_29a_122021,WG_SEC_0-40_30a_122021,WG_SEC_0-40_31a_122021,WG_SEC_0-40_32a_122021,WG_SEC_0-40_33a_122021,WG_SEC_0-40_34a_122021,WG_SEC_0-40_35a_122021,WG_SEC_0-40_36a_122021,WG_SEC_0-40_37a_122021,WG_SEC_0-40_38a_122021,WG_SEC_0-40_39a_122021,WG_SEC_0-40_40a_122021,WG_SEC_0-40_41a_122021,WG_SEC_0-40_42a_122021,WG_SEC_0-40_43a_122021,WG_SEC_0-40_44a_122021,WG_SEC_0-40_45a_122021,WG_SEC_0-40_46a_122021,WG_SEC_0-40_47a_122021,WG_SEC_0-40_48a_122021,WG_SEC_0-40_49a_122021,WG_SEC_0-40_50a_122021,WG_SEC_0-40_51a_122021,WG_SEC_0-40_52a_122021,WG_SEC_0-40_53a_122021,WG_SEC_0-40_54a_122021,WG_SEC_0-40_55a_122021,WG_SEC_0-40_56a_122021,WG_SEC_0-40_57a_122021,WG_SEC_0-40_58a_122021,WG_SEC_0-40_59a_122021,WG_SEC_0-40_60a_122021,WG_SEC_0-40_61a_122021,WG_SEC_0-40_62a_122021
tr|A0A3B6HWN6|A0A3B6HWN6_WHEAT,,6,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KEJ3|A0A3B6KEJ3_WHEAT,,42,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,2,1,2,0,0,2,3,3,4,5,1,2,0,1,0,1,1,0,0,0,1,0,0
tr|A0A3B6PJH5|A0A3B6PJH5_WHEAT,,69,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,4,2,4,0,1,1,1,6,5,6,8,0,1,1,2,0,2,1,0,1,1,1,1,2
tr|A0A3B6IMR5|A0A3B6IMR5_WHEAT,,47,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,3,7,0,0,0,3,0,0,0,5,0,3,5,0,2,1,1,1,1,0,1,2,1,2,0,2
tr|A0A3B6EEL3|A0A3B6EEL3_WHEAT,,229,4064,0,0,0,0,2,2,0,1,0,2,4,2,0,3,5,1,7,3,1,1,0,0,3,2,20,20,32,6,0,4,8,1,1,0,8,14,13,20,6,8,4,4,2,0,0,0,0,0,0,2,17
tr|A0A3B6KK98|A0A3B6KK98_WHEAT,,16,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,3
tr|A0A3B6PHN1|A0A3B6PHN1_WHEAT,,5,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6C9E7|A0A3B6C9E7_WHEAT,,10,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6HN04|A0A3B6HN04_WHEAT,,4,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Z0N0|A0A3B5Z0N0_WHEAT,,56,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,2,6,6,5,3,2,1,0,1,0,0,2,2,2,2,3,1,0,0,1,1,1,2,1,1,1,1,1
tr|A0A3B6AVT9|A0A3B6AVT9_WHEAT,,46,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,10,6,3,5,1,1,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1
tr|A0A3B6NQS5|A0A3B6NQS5_WHEAT,,18,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KRV7|A0A3B6KRV7_WHEAT,,10,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RK42|A0A3B6RK42_WHEAT,,6,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Y7C9|A0A3B5Y7C9_WHEAT,,12,4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KR52|A0A3B6KR52_WHEAT,,85,4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,6,8,11,9,8,3,3,2,1,1,1,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1
tr|A0A3B6TH67|A0A3B6TH67_WHEAT,,23,4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,1,1,1,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tr|A0A2X0TUV7|A0A2X0TUV7_WHEAT,,6,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6QLD4|A0A3B6QLD4_WHEAT,,6,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6C1B3|A0A3B6C1B3_WHEAT,,11,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tr|A0A3B6RNV2|A0A3B6RNV2_WHEAT,,4,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RLY6|A0A3B6RLY6_WHEAT,,4,4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6EFA9|A0A3B6EFA9_WHEAT,,4,4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6B522|A0A3B6B522_WHEAT,,4,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6C9S5|A0A3B6C9S5_WHEAT,,4,4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A2X0SEH1|A0A2X0SEH1_WHEAT,,5,4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6AQN2|A0A3B6AQN2_WHEAT,,11,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6SIM3|A0A3B6SIM3_WHEAT,,6,4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6GXK5|A0A3B6GXK5_WHEAT,,52,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,5,6,16,9,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
tr|A0A3B6ILV9|A0A3B6ILV9_WHEAT,,13,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6TDG8|A0A3B6TDG8_WHEAT,,12,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5ZRV5|A0A3B5ZRV5_WHEAT,,9,4091,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6IM48|A0A3B6IM48_WHEAT,,13,4092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tr|A0A2X0TY93|A0A2X0TY93_WHEAT,,82,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,16,9,11,3,4,3,1,3,1,1,2,2,3,4,3,2,1,1,0,1,1,0,1,1,1,0,1
tr|A0A3B6T8T6|A0A3B6T8T6_WHEAT,,28,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5,1,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|E6Y2R7|E6Y2R7_WHEAT,,21,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6B2V5|A0A3B6B2V5_WHEAT,,20,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
tr|A0A3B6EE91|A0A3B6EE91_WHEAT,,7,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tr|A0A3B6HYA0|A0A3B6HYA0_WHEAT,,10,4098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5YUS5|A0A3B5YUS5_WHEAT,,9,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A1D5UIC2|A0A1D5UIC2_WHEAT,,5,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A2X0S9F8|A0A2X0S9F8_WHEAT,,5,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A1D5UK41|A0A1D5UK41_WHEAT,,12,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6SD60|A0A3B6SD60_WHEAT,,3,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NU31|A0A3B6NU31_WHEAT,,3,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KBL8|A0A3B6KBL8_WHEAT,,3,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6ISR3|A0A3B6ISR3_WHEAT,,3,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6DKP5|A0A3B6DKP5_WHEAT,,3,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A2X0S4A0|A0A2X0S4A0_WHEAT,,6,4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6AS37|A0A3B6AS37_WHEAT,,3,4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6ASR5|A0A3B6ASR5_WHEAT,,24,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tr|A0A3B6IYI0|A0A3B6IYI0_WHEAT,,16,4111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5YXA1|A0A3B5YXA1_WHEAT,,3,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RF77|A0A3B6RF77_WHEAT,,6,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6IVJ1|A0A3B6IVJ1_WHEAT,,9,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q41583|IF4G2_WHEAT,,12,4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
tr|A0A3B6RL41|A0A3B6RL41_WHEAT,,8,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tr|A0A3B6EM23|A0A3B6EM23_WHEAT,,9,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tr|A0A3B6KKV5|A0A3B6KKV5_WHEAT,,3,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RSL4|A0A3B6RSL4_WHEAT,,12,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6B9V5|A0A3B6B9V5_WHEAT,,5,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6PFJ1|A0A3B6PFJ1_WHEAT,,2,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NXK4|A0A3B6NXK4_WHEAT,,2,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Z1K3|A0A3B5Z1K3_WHEAT,,2,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6D6I0|A0A3B6D6I0_WHEAT,,2,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A1D5YYZ5|A0A1D5YYZ5_WHEAT,,16,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,4,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A077RQX7|A0A077RQX7_WHEAT,,5,4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KMG6|A0A3B6KMG6_WHEAT,,3,4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6AR82|A0A3B6AR82_WHEAT,,4,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A077RQ55|A0A077RQ55_WHEAT,,6,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KF18|A0A3B6KF18_WHEAT,,4,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6HZN8|A0A3B6HZN8_WHEAT,,25,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,2,1,1,1,1,0,0,0,1,1,4,0,1,0,0,0,1,0,0,0,1,1,0,0
tr|A0A3B6DPL3|A0A3B6DPL3_WHEAT,,13,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A1D5Z7B0|A0A1D5Z7B0_WHEAT,,6,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Y1E2|A0A3B5Y1E2_WHEAT,,3,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6ASD2|A0A3B6ASD2_WHEAT,,11,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NKH5|A0A3B6NKH5_WHEAT,,22,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,3,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tr|A0A3B6SL33|A0A3B6SL33_WHEAT,,7,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|O64394|TRXH_WHEAT,,109,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,1,13,20,5,1,0,4,4,0,3,4,1,1,5,3,2,2,2,2,3,3,2,2,3,2,0,2
tr|A0A3B5Y4D3|A0A3B5Y4D3_WHEAT,,21,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1
tr|M4VSR0|M4VSR0_WHEAT,,18,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
tr|A0A3B6RJW2|A0A3B6RJW2_WHEAT,,24,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,2,2,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tr|A0A1D6D5I2|A0A1D6D5I2_WHEAT,,38,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,2,0,1,2,0,1,2,1,2,1,1,0,1,1,0,1,1,0,1,0,0,0,1
tr|A0A3B6H4V9|A0A3B6H4V9_WHEAT,,25,4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,2,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tr|A0A3B6MVN5|A0A3B6MVN5_WHEAT,,9,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NSC6|A0A3B6NSC6_WHEAT,,7,4145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KNS7|A0A3B6KNS7_WHEAT,,4,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6KPW2|A0A3B6KPW2_WHEAT,,6,4147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5XT10|A0A3B5XT10_WHEAT,,24,4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
tr|A0A1D5UT53|A0A1D5UT53_WHEAT,,11,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6HTF8|A0A3B6HTF8_WHEAT,,9,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tr|A0A3B6AVN0|A0A3B6AVN0_WHEAT,,5,4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6CG30|A0A3B6CG30_WHEAT,,6,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6FNR4|A0A3B6FNR4_WHEAT,,7,4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
