,Sparklines,rowSum,order_pearson_average,WG_SEC_40-70_12a_122021,WG_SEC_40-70_13a_122021_20220103104224,WG_SEC_40-70_14a_122021,WG_SEC_40-70_15a_122021,WG_SEC_40-70_16a_122021,WG_SEC_40-70_17a_122021,WG_SEC_40-70_18a_122021,WG_SEC_40-70_19a_122021,WG_SEC_40-70_20a_122021,WG_SEC_40-70_21a_122021,WG_SEC_40-70_22a_122021,WG_SEC_40-70_23a_122021,WG_SEC_40-70_24a_122021,WG_SEC_40-70_25a_122021,WG_SEC_40-70_26a_122021,WG_SEC_40-70_27a_122021,WG_SEC_40-70_28a_122021,WG_SEC_40-70_29a_122021,WG_SEC_40-70_30a_122021,WG_SEC_40-70_31a_122021,WG_SEC_40-70_32a_122021,WG_SEC_40-70_33a_122021_20220108060733,WG_SEC_40-70_34a_122021,WG_SEC_40-70_35a_122021,WG_SEC_40-70_36a_122021,WG_SEC_40-70_37a_122021,WG_SEC_40-70_38a_122021,WG_SEC_40-70_39a_122021,WG_SEC_40-70_40a_122021,WG_SEC_40-70_41a_122021,WG_SEC_40-70_42a_122021,WG_SEC_40-70_43a_122021,WG_SEC_40-70_44a_122021,WG_SEC_40-70_45a_122021,WG_SEC_40-70_46a_122021,WG_SEC_40-70_47a_122021,WG_SEC_40-70_48a_122021,WG_SEC_40-70_49a_122021,WG_SEC_40-70_50a_122021,WG_SEC_40-70_51a_122021,WG_SEC_40-70_52a_122021,WG_SEC_40-70_53a_122021,WG_SEC_40-70_54a_122021,WG_SEC_40-70_55a_122021,WG_SEC_40-70_56a_122021,WG_SEC_40-70_57a_122021,WG_SEC_40-70_58a_122021,WG_SEC_40-70_59a_122021,WG_SEC_40-70_60a_122021,WG_SEC_40-70_61a_122021,WG_SEC_40-70_62a_122021
tr|A0A3B6AVY0|A0A3B6AVY0_WHEAT,,29,3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,2,3,1,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tr|A0A3B6CH44|A0A3B6CH44_WHEAT,,7,3818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6EL58|A0A3B6EL58_WHEAT,,53,3819,0,0,0,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,7,7,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tr|A0A3B6HWN6|A0A3B6HWN6_WHEAT,,10,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tr|A0A3B6PGC9|A0A3B6PGC9_WHEAT,,10,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
tr|A0A3B6MPT1|A0A3B6MPT1_WHEAT,,14,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
tr|A0A1D6D173|A0A1D6D173_WHEAT,,41,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,5,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tr|A0A3B6FKP0|A0A3B6FKP0_WHEAT,,29,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,2,2,1,1,0,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1
tr|A0A3B6LWL0|A0A3B6LWL0_WHEAT,,25,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,2,0,1,1,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,1
tr|W5E953|W5E953_WHEAT,,16,3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
tr|A0A1D5US77|A0A1D5US77_WHEAT,,20,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
tr|A0A3B6MWE3|A0A3B6MWE3_WHEAT,,18,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
tr|A0A3B6LHJ9|A0A3B6LHJ9_WHEAT,,14,3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
tr|A0A3B6A2S9|A0A3B6A2S9_WHEAT,,29,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,1,0,3,2,4,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,2,0,1
tr|A0A3B6JPN4|A0A3B6JPN4_WHEAT,,24,3831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NKA2|A0A3B6NKA2_WHEAT,,8,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RBC7|A0A3B6RBC7_WHEAT,,140,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,22,27,14,13,11,6,23,11,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0
tr|A0A3B6HM05|A0A3B6HM05_WHEAT,,55,3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,3,4,0,7,2,1,2,1,2,1,1,1,0,4,0,2,1,1,2,1,2,1
tr|A0A3B5Y1Q8|A0A3B5Y1Q8_WHEAT,,78,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,4,7,6,4,9,2,1,1,2,4,2,0,2,0,2,1,2,2,2,1,1,0,1
tr|A0A3B5Y8V4|A0A3B5Y8V4_WHEAT,,44,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,3,2,4,2,4,1,1,1,1,1,1,1,1,1,2,1,2,0,1,0,1,0,1
tr|A0A3B6CC38|A0A3B6CC38_WHEAT,,6,3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6TJT9|A0A3B6TJT9_WHEAT,,18,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tr|A0A3B6CCK4|A0A3B6CCK4_WHEAT,,26,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,1,5,1,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6D6A8|A0A3B6D6A8_WHEAT,,8,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6RBD4|A0A3B6RBD4_WHEAT,,39,3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,3,3,0,2,2,0,0,2,0,3,1,1,0,1,0,2,1,0,2,0,3,2
tr|A0A3B6C349|A0A3B6C349_WHEAT,,28,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,5,2,0,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tr|A0A3B6LQD5|A0A3B6LQD5_WHEAT,,33,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,0,3,3,1,1,0,0,0,1,0,0,0,1,1,0,0,2,3,1,1
tr|A0A3B6EPQ6|A0A3B6EPQ6_WHEAT,,90,3844,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,0,0,0,0,1,3,1,9,8,1,1,9,2,4,3,4,2,3,1,1,2,4,0,1,1,4,1,2,4,1,2,1
tr|A0A3B6GM24|A0A3B6GM24_WHEAT,,66,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,1,2,4,4,4,4,8,1,3,3,3,4,2,2,1,2,2,0,0,1,2,2,1,2,0,1,1
tr|A0A3B6NLQ3|A0A3B6NLQ3_WHEAT,,21,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
tr|A0A3B6ENI0|A0A3B6ENI0_WHEAT,,130,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,1,0,0,1,7,3,11,10,10,9,7,2,3,4,3,4,3,6,6,4,3,1,2,2,2,2,2,4,3,3,2
tr|A0A1D5UXN7|A0A1D5UXN7_WHEAT,,52,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,5,2,4,4,0,3,1,2,3,1,1,1,1,2,0,1,1,1,1,2,1,1,2,2
tr|A0A3B6RHE4|A0A3B6RHE4_WHEAT,,26,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,1,3,0,1,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1
tr|A0A3B6JKG3|A0A3B6JKG3_WHEAT,,11,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
tr|A0A3B6KLX8|A0A3B6KLX8_WHEAT,,10,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tr|A0A3B6FUX6|A0A3B6FUX6_WHEAT,,22,3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,2,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1
tr|A0A3B6IZJ0|A0A3B6IZJ0_WHEAT,,13,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
tr|A0A3B6IYS8|A0A3B6IYS8_WHEAT,,12,3854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
tr|A0A3B5Y6E8|A0A3B5Y6E8_WHEAT,,40,3855,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4,5,4,4,4,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1
tr|A0A3B6JFM5|A0A3B6JFM5_WHEAT,,35,3856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,2
tr|A0A3B6EMB0|A0A3B6EMB0_WHEAT,,47,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,4,3,5,3,4,2,1,3,2,0,1,1,1,0,1,0,0,2,0,1,0,2,0,2,1,2
tr|W5D1A8|W5D1A8_WHEAT,,34,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,2,4,4,4,2,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
tr|A0A3B5Y4D3|A0A3B5Y4D3_WHEAT,,43,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,6,5,3,4,3,0,3,1,0,3,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0
tr|A0A3B5Z2W4|A0A3B5Z2W4_WHEAT,,32,3860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,3,1,3,3,0,1,1,1,1,1,0,1,1,0,0,0,2,1,1,0,1,1,0,0
tr|A0A3B6IW69|A0A3B6IW69_WHEAT,,5,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6E943|A0A3B6E943_WHEAT,,9,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A1D5V0T8|A0A1D5V0T8_WHEAT,,152,3863,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,17,19,15,14,5,7,3,1,1,2,4,2,2,2,1,1,2,3,1,1,2,1,1,2
tr|A0A3B6JEB6|A0A3B6JEB6_WHEAT,,352,3864,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,44,37,42,45,38,5,12,9,6,3,7,5,7,6,2,3,5,5,4,2,4,6,2,1,3
tr|A0A3B6KMV4|A0A3B6KMV4_WHEAT,,61,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,9,9,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|O64393|WHW2_WHEAT,,72,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,13,13,14,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6FMW9|A0A3B6FMW9_WHEAT,,6,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6LW07|A0A3B6LW07_WHEAT,,10,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6EH94|A0A3B6EH94_WHEAT,,39,3869,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,4,6,7,3,6,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Y4A1|A0A3B5Y4A1_WHEAT,,25,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,4,3,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6TTR6|A0A3B6TTR6_WHEAT,,12,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6AUK7|A0A3B6AUK7_WHEAT,,64,3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,12,14,10,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6GLG9|A0A3B6GLG9_WHEAT,,12,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6EB75|A0A3B6EB75_WHEAT,,186,3874,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,2,1,0,0,0,9,16,18,20,13,10,9,5,11,7,2,2,2,4,2,3,4,0,5,2,6,4,2,3,1,1,2
tr|A0A3B5Z6R9|A0A3B5Z6R9_WHEAT,,54,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,4,5,4,2,3,1,1,0,1,1,0,1,1,0,1,0,3,0,1,1,1,1,2
tr|A0A3B6LQR8|A0A3B6LQR8_WHEAT,,55,3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,8,5,6,5,0,4,1,0,1,1,2,0,0,1,0,0,0,1,1,1,1,0,0,0
tr|A0A3B6C197|A0A3B6C197_WHEAT,,65,3877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,5,7,4,6,1,6,2,3,2,2,1,1,1,1,0,1,2,1,1,0,1,1,0,1
tr|A0A3B6AW38|A0A3B6AW38_WHEAT,,64,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,6,6,3,3,1,4,4,3,3,4,1,1,4,2,0,2,1,1,0,0,2,0,0,0
tr|A0A3B6H036|A0A3B6H036_WHEAT,,165,3879,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,21,19,20,13,13,1,9,3,3,3,3,3,5,5,3,0,4,1,3,6,3,4,2,0,1
tr|A0A3B5Y268|A0A3B5Y268_WHEAT,,317,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,36,36,22,21,18,10,25,8,12,10,8,9,9,8,8,3,6,5,6,4,4,8,5,2,4
tr|A0A3B6JQP9|A0A3B6JQP9_WHEAT,,1243,3881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,132,171,132,90,75,56,26,41,55,42,39,43,36,33,30,22,10,23,22,19,16,13,27,16,10,14
tr|A0A3B6KQS5|A0A3B6KQS5_WHEAT,,845,3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,66,102,89,77,64,39,20,38,31,27,27,38,37,23,27,20,6,16,15,10,8,6,20,3,5,7
tr|A0A3B6QJ13|A0A3B6QJ13_WHEAT,,43,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,4,5,2,2,1,3,1,1,1,1,0,2,0,0,1,1,0,0,1,0,1,1,0,1
tr|A0A097KUG3|A0A097KUG3_WHEAT,,72,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,6,7,7,2,1,0,4,2,4,2,3,1,3,0,0,0,0,0,0,0,2,0,0,2
tr|A7UME2|A7UME2_WHEAT,,90,3885,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,10,8,6,3,0,2,2,2,1,1,3,1,1,2,0,1,0,1,2,2,2,1,1,2
tr|A0A3B5XVU2|A0A3B5XVU2_WHEAT,,45,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,5,6,3,2,0,3,2,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
tr|A0A3B6HZN8|A0A3B6HZN8_WHEAT,,207,3887,3,0,2,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,18,20,13,11,8,2,8,14,4,4,3,8,5,6,2,1,3,3,1,1,1,7,2,5,4
tr|A0A077RF77|A0A077RF77_WHEAT,,71,3888,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,7,3,6,5,2,2,3,2,1,1,1,2,2,4,1,1,1,1,0,1,0,0,1,1
tr|A0A3B5YYY2|A0A3B5YYY2_WHEAT,,15,3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
tr|A0A3B6FG15|A0A3B6FG15_WHEAT,,26,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
tr|A0A3B6H2Q5|A0A3B6H2Q5_WHEAT,,16,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
tr|A0A3B5Y7L9|A0A3B5Y7L9_WHEAT,,145,3892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,8,22,28,5,2,10,0,1,11,1,2,5,4,0,3,4,5,0,4,5,1,3,1
tr|A0A3B6AXU2|A0A3B6AXU2_WHEAT,,43,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,7,4,3,3,3,1,2,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0
tr|A0A3B6HP60|A0A3B6HP60_WHEAT,,11,3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|Q944C6|Q944C6_WHEAT,,154,3895,0,1,4,1,3,3,4,9,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,9,17,17,14,9,2,3,2,5,4,4,4,2,4,1,1,2,2,3,1,0,2,1,3,2
tr|A0A2X0SG57|A0A2X0SG57_WHEAT,,26,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,4,4,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B5Y243|A0A3B5Y243_WHEAT,,8,3897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6TZM1|A0A3B6TZM1_WHEAT,,13,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tr|A0A3B6HVN4|A0A3B6HVN4_WHEAT,,16,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tr|A0A3B6RTA4|A0A3B6RTA4_WHEAT,,10,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6NT73|A0A3B6NT73_WHEAT,,49,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,7,7,9,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tr|A0A3B6TKF1|A0A3B6TKF1_WHEAT,,7,3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6SH46|A0A3B6SH46_WHEAT,,10,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|A0A3B6SS76|A0A3B6SS76_WHEAT,,69,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,9,12,2,6,2,1,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
tr|A0A3B6TKX8|A0A3B6TKX8_WHEAT,,7,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|W5GF97|W5GF97_WHEAT,,29,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,3,3,3,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
tr|A0A0H4TM98|A0A0H4TM98_WHEAT,,37,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,5,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0
tr|A0A3B6AYN9|A0A3B6AYN9_WHEAT,,21,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tr|A0A3B5YZE8|A0A3B5YZE8_WHEAT,,185,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,24,21,17,13,6,15,5,5,6,6,5,3,4,4,1,4,1,6,2,4,4,1,2,3
tr|A0A3B6GPC8|A0A3B6GPC8_WHEAT,,55,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,7,5,6,3,4,2,2,2,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1
tr|A0A3B6AVT9|A0A3B6AVT9_WHEAT,,110,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,10,11,8,9,3,7,7,6,6,2,1,3,3,2,0,2,4,2,1,1,4,2,0,4
